Policy Area,Dataset,Variable,Year,Amount,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Housing & Real Estate,Rent Price,Median Rent Price,2010,957,"Census Tract 1174.05, Los Angeles County, California",117405,North Hills,1400000US06037117405,"(34.2337315, -118.4702305)",Median_Rent_Price_2010_1400000US06037117405,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,966,"Census Tract 1174.07, Los Angeles County, California",117407,North Hills,1400000US06037117407,"(34.2300885, -118.470266)",Median_Rent_Price_2010_1400000US06037117407,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,942,"Census Tract 1174.08, Los Angeles County, California",117408,North Hills,1400000US06037117408,"(34.2248485, -118.4703675)",Median_Rent_Price_2010_1400000US06037117408,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,985,"Census Tract 1175.10, Los Angeles County, California",117510,North Hills,1400000US06037117510,"(34.2336865, -118.462625)",Median_Rent_Price_2010_1400000US06037117510,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1020,"Census Tract 1175.20, Los Angeles County, California",117520,North Hills,1400000US06037117520,"(34.230017, -118.4631875)",Median_Rent_Price_2010_1400000US06037117520,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1062,"Census Tract 1175.30, Los Angeles County, California",117530,North Hills,1400000US06037117530,"(34.224845, -118.4634755)",Median_Rent_Price_2010_1400000US06037117530,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1675,"Census Tract 1190.01, Los Angeles County, California",119001,Arleta,1400000US06037119001,"(34.232289, -118.4180405)",Median_Rent_Price_2010_1400000US06037119001,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1389,"Census Tract 1190.02, Los Angeles County, California",119002,Arleta,1400000US06037119002,"(34.245902, -118.428032)",Median_Rent_Price_2010_1400000US06037119002,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1657,"Census Tract 1192.01, Los Angeles County, California",119201,Arleta,1400000US06037119201,"(34.246411, -118.441015)",Median_Rent_Price_2010_1400000US06037119201,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1191,"Census Tract 1192.02, Los Angeles County, California",119202,Arleta,1400000US06037119202,"(34.2559555, -118.442705)",Median_Rent_Price_2010_1400000US06037119202,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1282,"Census Tract 1193.10, Los Angeles County, California",119310,Panorama City,1400000US06037119310,"(34.246626, -118.450697)",Median_Rent_Price_2010_1400000US06037119310,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1348,"Census Tract 1193.20, Los Angeles County, California",119320,Panorama City,1400000US06037119320,"(34.239058, -118.453982)",Median_Rent_Price_2010_1400000US06037119320,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1090,"Census Tract 1193.40, Los Angeles County, California",119340,Panorama City,1400000US06037119340,"(34.2336085, -118.4518995)",Median_Rent_Price_2010_1400000US06037119340,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1091,"Census Tract 1193.41, Los Angeles County, California",119341,Panorama City,1400000US06037119341,"(34.237627, -118.4453355)",Median_Rent_Price_2010_1400000US06037119341,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1433,"Census Tract 1193.42, Los Angeles County, California",119342,Panorama City,1400000US06037119342,"(34.240834, -118.4468745)",Median_Rent_Price_2010_1400000US06037119342,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,2000,"Census Tract 1194, Los Angeles County, California",119400,Arleta,1400000US06037119400,"(34.2399345, -118.4355265)",Median_Rent_Price_2010_1400000US06037119400,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1609,"Census Tract 1197, Los Angeles County, California",119700,Panorama City,1400000US06037119700,"(34.219334, -118.4266115)",Median_Rent_Price_2010_1400000US06037119700,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1094,"Census Tract 1198, Los Angeles County, California",119800,Arleta,1400000US06037119800,"(34.2337665, -118.429943)",Median_Rent_Price_2010_1400000US06037119800,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1358,"Census Tract 1199, Los Angeles County, California",119900,Panorama City,1400000US06037119900,"(34.227376, -118.441236)",Median_Rent_Price_2010_1400000US06037119900,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1015,"Census Tract 1200.10, Los Angeles County, California",120010,Panorama City,1400000US06037120010,"(34.2175015, -118.4629745)",Median_Rent_Price_2010_1400000US06037120010,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,984,"Census Tract 1200.20, Los Angeles County, California",120020,Panorama City,1400000US06037120020,"(34.2166115, -118.4541405)",Median_Rent_Price_2010_1400000US06037120020,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,931,"Census Tract 1200.30, Los Angeles County, California",120030,Panorama City,1400000US06037120030,"(34.2149315, -118.451986)",Median_Rent_Price_2010_1400000US06037120030,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,972,"Census Tract 1201.03, Los Angeles County, California",120103,Panorama City,1400000US06037120103,"(34.229161, -118.4516205)",Median_Rent_Price_2010_1400000US06037120103,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1000,"Census Tract 1201.04, Los Angeles County, California",120104,Panorama City,1400000US06037120104,"(34.224796, -118.4484845)",Median_Rent_Price_2010_1400000US06037120104,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,670,"Census Tract 1201.05, Los Angeles County, California",120105,Panorama City,1400000US06037120105,"(34.2300875, -118.444443)",Median_Rent_Price_2010_1400000US06037120105,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,983,"Census Tract 1201.06, Los Angeles County, California",120106,Panorama City,1400000US06037120106,"(34.223101, -118.4567005)",Median_Rent_Price_2010_1400000US06037120106,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,938,"Census Tract 1201.07, Los Angeles County, California",120107,Panorama City,1400000US06037120107,"(34.2264195, -118.4566575)",Median_Rent_Price_2010_1400000US06037120107,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1214,"Census Tract 1201.08, Los Angeles County, California",120108,Panorama City,1400000US06037120108,"(34.231779, -118.4563995)",Median_Rent_Price_2010_1400000US06037120108,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1658,"Census Tract 1203, Los Angeles County, California",120300,Panorama City,1400000US06037120300,"(34.214918, -118.439841)",Median_Rent_Price_2010_1400000US06037120300,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1064,"Census Tract 1204, Los Angeles County, California",120400,Panorama City,1400000US06037120400,"(34.2178505, -118.4330175)",Median_Rent_Price_2010_1400000US06037120400,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1368,"Census Tract 1210.10, Los Angeles County, California",121010,Sun Valley,1400000US06037121010,"(34.224559, -118.402591)",Median_Rent_Price_2010_1400000US06037121010,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1130,"Census Tract 1210.20, Los Angeles County, California",121020,Sun Valley,1400000US06037121020,"(34.2110805, -118.402468)",Median_Rent_Price_2010_1400000US06037121020,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,972,"Census Tract 1211.01, Los Angeles County, California",121101,Sun Valley,1400000US06037121101,"(34.225737, -118.3655)",Median_Rent_Price_2010_1400000US06037121101,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1226,"Census Tract 1211.02, Los Angeles County, California",121102,Sun Valley,1400000US06037121102,"(34.2403885, -118.3845615)",Median_Rent_Price_2010_1400000US06037121102,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,940,"Census Tract 1212.10, Los Angeles County, California",121210,Pacoima,1400000US06037121210,"(34.2400435, -118.404715)",Median_Rent_Price_2010_1400000US06037121210,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1417,"Census Tract 1212.21, Los Angeles County, California",121221,Sun Valley,1400000US06037121221,"(34.227323, -118.396127)",Median_Rent_Price_2010_1400000US06037121221,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1082,"Census Tract 1212.22, Los Angeles County, California",121222,Sun Valley,1400000US06037121222,"(34.2330185, -118.391909)",Median_Rent_Price_2010_1400000US06037121222,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1971,"Census Tract 1216, Los Angeles County, California",121600,Sun Valley,1400000US06037121600,"(34.211448, -118.409348)",Median_Rent_Price_2010_1400000US06037121600,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1101,"Census Tract 1218.01, Los Angeles County, California",121801,Sun Valley,1400000US06037121801,"(34.21209, -118.3921495)",Median_Rent_Price_2010_1400000US06037121801,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1449,"Census Tract 1218.02, Los Angeles County, California",121802,Sun Valley,1400000US06037121802,"(34.219592, -118.39214)",Median_Rent_Price_2010_1400000US06037121802,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,916,"Census Tract 1219, Los Angeles County, California",121900,Sun Valley,1400000US06037121900,"(34.2176405, -118.3816355)",Median_Rent_Price_2010_1400000US06037121900,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1162,"Census Tract 1220, Los Angeles County, California",122000,Sun Valley,1400000US06037122000,"(34.2171585, -118.4183795)",Median_Rent_Price_2010_1400000US06037122000,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1096,"Census Tract 1221.20, Los Angeles County, California",122120,Sun Valley,1400000US06037122120,"(34.21116, -118.371144)",Median_Rent_Price_2010_1400000US06037122120,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1095,"Census Tract 1221.21, Los Angeles County, California",122121,Sun Valley,1400000US06037122121,"(34.2138845, -118.3714175)",Median_Rent_Price_2010_1400000US06037122121,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,855,"Census Tract 1221.22, Los Angeles County, California",122122,Sun Valley,1400000US06037122122,"(34.220949, -118.3717735)",Median_Rent_Price_2010_1400000US06037122122,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1086,"Census Tract 1222, Los Angeles County, California",122200,Sun Valley,1400000US06037122200,"(34.214391, -118.3596165)",Median_Rent_Price_2010_1400000US06037122200,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,969,"Census Tract 1224.10, Los Angeles County, California",122410,Sun Valley,1400000US06037122410,"(34.204063, -118.3921485)",Median_Rent_Price_2010_1400000US06037122410,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,999,"Census Tract 1224.20, Los Angeles County, California",122420,Sun Valley,1400000US06037122420,"(34.203194, -118.3834125)",Median_Rent_Price_2010_1400000US06037122420,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,966,"Census Tract 1230.10, Los Angeles County, California",123010,Sun Valley,1400000US06037123010,"(34.202326, -118.374682)",Median_Rent_Price_2010_1400000US06037123010,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,861,"Census Tract 1230.20, Los Angeles County, California",123020,Sun Valley,1400000US06037123020,"(34.2048255, -118.366247)",Median_Rent_Price_2010_1400000US06037123020,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,984,"Census Tract 1231.03, Los Angeles County, California",123103,North Hollywood,1400000US06037123103,"(34.1906295, -118.365029)",Median_Rent_Price_2010_1400000US06037123103,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1023,"Census Tract 1231.04, Los Angeles County, California",123104,North Hollywood,1400000US06037123104,"(34.183057, -118.364585)",Median_Rent_Price_2010_1400000US06037123104,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,902,"Census Tract 1232.03, Los Angeles County, California",123203,North Hollywood,1400000US06037123203,"(34.195833, -118.392147)",Median_Rent_Price_2010_1400000US06037123203,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,947,"Census Tract 1232.04, Los Angeles County, California",123204,North Hollywood,1400000US06037123204,"(34.193936, -118.39433)",Median_Rent_Price_2010_1400000US06037123204,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,937,"Census Tract 1232.05, Los Angeles County, California",123205,North Hollywood,1400000US06037123205,"(34.194979, -118.383413)",Median_Rent_Price_2010_1400000US06037123205,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,859,"Census Tract 1232.06, Los Angeles County, California",123206,North Hollywood,1400000US06037123206,"(34.1941185, -118.3746795)",Median_Rent_Price_2010_1400000US06037123206,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,984,"Census Tract 1233.01, Los Angeles County, California",123301,North Hollywood,1400000US06037123301,"(34.199392, -118.401141)",Median_Rent_Price_2010_1400000US06037123301,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,998,"Census Tract 1233.03, Los Angeles County, California",123303,Valley Glen,1400000US06037123303,"(34.1975515, -118.411425)",Median_Rent_Price_2010_1400000US06037123303,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,952,"Census Tract 1233.04, Los Angeles County, California",123304,Valley Glen,1400000US06037123304,"(34.19712, -118.4056305)",Median_Rent_Price_2010_1400000US06037123304,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,849,"Census Tract 1234.10, Los Angeles County, California",123410,Valley Glen,1400000US06037123410,"(34.197565, -118.4224435)",Median_Rent_Price_2010_1400000US06037123410,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,885,"Census Tract 1234.20, Los Angeles County, California",123420,Valley Glen,1400000US06037123420,"(34.1939335, -118.418128)",Median_Rent_Price_2010_1400000US06037123420,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,938,"Census Tract 1235.10, Los Angeles County, California",123510,Valley Glen,1400000US06037123510,"(34.195752, -118.4268885)",Median_Rent_Price_2010_1400000US06037123510,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,963,"Census Tract 1235.20, Los Angeles County, California",123520,Valley Glen,1400000US06037123520,"(34.190302, -118.4244185)",Median_Rent_Price_2010_1400000US06037123520,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1126,"Census Tract 1236.01, Los Angeles County, California",123601,Valley Glen,1400000US06037123601,"(34.177484, -118.417834)",Median_Rent_Price_2010_1400000US06037123601,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1024,"Census Tract 1236.02, Los Angeles County, California",123602,Valley Glen,1400000US06037123602,"(34.1794765, -118.42688)",Median_Rent_Price_2010_1400000US06037123602,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1120,"Census Tract 1237, Los Angeles County, California",123700,Valley Glen,1400000US06037123700,"(34.184859, -118.409517)",Median_Rent_Price_2010_1400000US06037123700,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1198,"Census Tract 1238, Los Angeles County, California",123800,Valley Glen,1400000US06037123800,"(34.181224, -118.400846)",Median_Rent_Price_2010_1400000US06037123800,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1129,"Census Tract 1239.01, Los Angeles County, California",123901,North Hollywood,1400000US06037123901,"(34.1848585, -118.394806)",Median_Rent_Price_2010_1400000US06037123901,01/01/2010
Housing & Real Estate,Rent Price,Median Rent Price,2010,1229,"Census Tract 1239.02, Los Angeles County, California",123902,North Hollywood,1400000US06037123902,"(34.176766, -118.3921365)",Median_Rent_Price_2010_1400000US06037123902,01/01/2010
